"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="3308","聯德","市","11/19","14.6","-0.1","-0.68","10","6","6","8.76","37.8","17.7","","","","有","","","電子零組件業","陳銘智","鄧瑞玲"
="3311","閎暉","市","11/19","31.75","-0.15","-0.47","10","10","10","31.8","24.1","21.7","","","","","","","通信網路業","焦佑衡","徐幼珍"
="3312","弘憶股","市","11/19","36.9","-1.2","-3.15","10","16.3","18.26","67.4","30.1","20","","","有","有","","","電子通路業","葉佳紋","劉彥輝"
="3321","同泰","市","11/19","17.35","-0.3","-1.7","10","5.31","5.31","9.22","35","9.93","","","","","","","電子零組件業","曾子章","曾山一"
="3338","泰碩","市","11/19","47.35","-0.2","-0.42","10","8.79","8.79","41.6","31.2","11.9","","","","","","","電子零組件業","彭朋煌","劉克平"
="3346","麗清","市","11/19","18.55","-0.4","-2.11","10","12.1","12.12","22.5","26.2","8.92","","","","有","","","汽車工業","劉美秀","劉美秀"
="3356","奇偶","市","11/19","46.75","-0.1","-0.21","10","7.99","7.99","37.4","27.8","20.6","","","","","","","光電業","戴光正","王有傳"
="3376","新日興","市","11/19","172","-8","-4.44","10","19.6","19.58","337","57.4","19.9","有","","有","有","","","電子零組件業","呂勝男","阮朝宗"
="3380","明泰","市","11/19","27.75","-0.7","-2.46","10","54.2","54.17","150","22.2","20.9","有","","有","","","","通信網路業","黃文芳","黃文芳"
="3406","玉晶光","市","11/19","449.5","+0.5","+0.11","10","11.3","11.27","507","35.8","19.9","有","","有","","","","光電業","陳天慶","郭英理"
="3413","京鼎","市","11/19","288","-4.5","-1.54","10","10.9","10.8","311","24.6","10.3","","","有","有","有","","半導體業","劉揚偉","邱耀銓"
="3416","融程電","市","11/19","141.5","-0.5","-0.35","10","7.97","7.97","113","29.8","18.1","","","有","","","","電腦及週邊設備業","呂谷清","林筠卿"
="3419","譁裕","市","11/19","12.4","-0.15","-1.2","10","12","12.05","14.9","44","19.5","","","","","","","通信網路業","鄒宓富","曹付宜"
="3432","台端","市","11/19","13.95","+0.05","+0.36","10","4.22","4.22","5.89","37.5","14.9","","","","","有","","電子零組件業","陳帝生","林樂賢"
="3437","榮創","市","11/19","13.15","-0.5","-3.66","10","14.5","14.45","19","26.1","11.4","","","","","","","光電業","方榮熙","方榮熙"
="3443","創意","市","11/19","1900","+30","+1.6","10","13.4","13.4","2,546","27.8","19","有","","有","","","","半導體業","曾繁城","戴尚義"
="3447","展達","市","11/19","50.2","-0.8","-1.57","10","7.74","7.73","38.8","28.1","2.93","","","","","","","通信網路業","呂進宗","陳秋龍"
="3450","聯鈞","市","11/19","214","-10","-4.46","10","14.6","14.57","312","25.1","19.6","","","有","","","","半導體業","鄭祝良","宋天增"
="3454","晶睿","市","11/19","79.4","-0.6","-0.75","10","8.66","8.66","68.7","25.8","19.3","","","有","","","","光電業","羅永堅","廖禎祺"
="3481","群創","市","11/19","12.35","0","0","10","799","798.9","987","22.8","19.1","有","有","有","","","","光電業","洪進揚","楊弘文"
="3494","誠研","市","11/19","9.19","-0.06","-0.65","10","9.48","9.48","8.71","24.8","17.9","","","","有","有","","電腦及週邊設備業","光風投資有限公司代表人：黃茯","黃冠智"
="3501","維熹","市","11/19","46.7","-0.55","-1.16","10","11.8","11.83","55.2","23.2","18.2","","","","","","","電子零組件業","吳瑞雄","吳瑞雄"
="3504","揚明光","市","11/19","48.6","-0.6","-1.22","10","11.4","11.41","55.4","23.8","18.8","","","有","","","","光電業","林惠姿","張雅容/林威嶧"
="3515","華擎","市","11/19","241.5","-5.5","-2.23","10","12.4","12.36","298","23.5","18","","","有","","","","電腦及週邊設備業","童旭田","許隆倫"
="3518","柏騰","市","11/19","19.7","-0.05","-0.25","10","9.79","9.79","19.3","30.1","18","","","","有","有","","其他電子業","黃逸駿","游秀屏"
="3528","安馳","市","11/19","64.7","-0.8","-1.22","10","6.66","6.66","43.1","24.9","14.5","","","","","","","電子通路業","吳偉國","陳發勇"
="3530","晶相光","市","11/19","57.1","-1.3","-2.23","10","7.75","7.75","44.2","21.5","7.35","","","","","","","半導體業","何新平","陳俊伯"
="3532","台勝科","市","11/19","86.3","-2.2","-2.49","10","38.8","38.78","335","30","17.9","有","","有","","","","半導體業","郭文筆","高橋和也"
="3533","嘉澤","市","11/19","1170","-10","-0.85","10","11.3","11.25","1,317","39.2","17.9","有","","有","","","","電子零組件業","朱德祥","何德佑"
="3535","晶彩科","市","11/19","68.9","+0.2","+0.29","10","7.91","7.91","54.5","25.7","17.8","","","","","","","光電業","陳永華","陳永華"
="3543","州巧","市","11/19","45.75","+0.05","+0.11","10","8.93","8.93","40.8","25.4","5.6","","","","","","","光電業","李樹裔","徐文茂"
="3545","敦泰","市","11/19","49.65","-1.95","-3.78","10","22.1","22.13","110","19.9","18.4","","","有","","","","半導體業","胡正大","胡正大"
="3550","聯穎","市","11/19","12.55","-0.35","-2.71","10","8.76","8.76","11","38.6","15","","","","","","","電子零組件業","何鈞銜","吳東晃"
="3557","嘉威","市","11/19","35","-0.05","-0.14","10","8.43","8.43","29.5","20.6","17.7","","","","有","有","","居家生活","黃清森","吳世偉"
="3563","牧德","市","11/19","429","+1","+0.23","10","5.81","5.81","249","27.4","14.9","","","有","","有","","光電業","汪光夏","陳復生"
="3576","聯合再生","市","11/19","6.26","-0.09","-1.42","10","163","162.8","102","20.2","16.9","","","","","有","","光電業","洪傳獻","張為策(執行長)"
="3583","辛耘","市","11/19","301","+1","+0.33","10","8.03","8.03","242","46.1","12.7","","","有","有","","","半導體業","謝宏亮","李宏益"
="3588","通嘉","市","11/19","45.5","-0.9","-1.94","10","6.2","6.2","28.2","23.2","16.3","","","","","","","半導體業","高育坤","祁亨忠"
="3591","艾笛森","市","11/19","17.65","-0.15","-0.84","10","14.6","14.56","25.7","24.1","15","","","","有","","","光電業","吳建榮","吳建榮"
="3592","瑞鼎","市","11/19","208.5","-3.5","-1.65","10","7.59","7.59","158","22.1","3.87","","","有","","","","半導體業","黃裕國","林文聰"
="3593","力銘","市","11/19","7.2","-0.01","-0.14","10","5.58","9.3","6.7","21.9","16.7","","","","","有","","電子零組件業","孫正強","蕭勝原"
="3596","智易","市","11/19","180.5","+2.5","+1.4","10","22","22.04","398","22.5","16.7","","","有","有","","","通信網路業","陳瑞聰","曾釗鵬"
="3605","宏致","市","11/19","61.1","-0.7","-1.13","10","15.1","15.14","92.5","29","16.7","","","有","有","","","電子零組件業","袁万丁","黃添富"
="3607","谷崧","市","11/19","13.3","-0.6","-4.32","10","12.2","12.17","16.2","36.4","16.1","","","","有","","","電子零組件業","洪煥青","張文桐"
="3617","碩天","市","11/19","202.5","-4","-1.94","10","9.42","9.42","191","28.4","15.9","","","有","","","","其他電子業","郭瑾","何濓洵"
="3622","洋華","市","11/19","66.9","-1.4","-2.05","10","15.1","15.13","101","23.3","16.7","","","有","","","","光電業","白志強","許益川"
="3645","達邁","市","11/19","51.5","-0.2","-0.39","10","13.7","13.68","70.4","25.4","14.1","","","有","","","","電子零組件業","吳聲昌","黃貞英"
="3652","精聯","市","11/19","28.85","-0.65","-2.2","10","7.51","7.51","21.7","17.8","16.2","","","","","","","電腦及週邊設備業","葉佳紋","徐志達"
="3653","健策","市","11/19","2450","-40","-1.61","10","14.3","14.29","3,502","38.6","16","有","","有","","","","電子零組件業","趙宗信","林錦隆"
="3661","世芯-KY","市","11/19","3320","+70","+2.15","10","8.1","8.09","2,684","22.7","11.1","有","","有","","有","","半導體業","沈翔霖","沈翔霖"
="3665","貿聯-KY","市","11/19","1580","+10","+0.64","10","19.5","19.4","3,065","25.5","14.6","","","有","有","","","其他電子業","梁華哲","鄧劍華"
="3669","圓展","市","11/19","27.05","-0.45","-1.64","10","9.29","9.29","25.1","17.9","14.2","","","","","","","通信網路業","郭重松","郭昱廷"
="3673","TPK-KY","市","11/19","40.35","-0.7","-1.71","10","40.7","40.67","164","20","15.1","有","","有","有","","","光電業","江朝瑞","謝立群"
="3679","新至陞","市","11/19","113.5","-0.5","-0.44","10","6.3","6.3","71.5","45.4","14.1","","","","","","","電子零組件業","陳標福","蔡建勝"
="3686","達能","市","11/19","17.6","-0.45","-2.49","10","7.65","7.65","13.5","18","15.3","","","","","","","半導體業","方震銘","方震銘"
="3694","海華","市","11/19","62.5","0","0","10","15.5","15.49","96.8","20.6","14.6","","","有","","","","通信網路業","程建中","鄭光志"
="3701","大眾控","市","11/19","30.3","-0.8","-2.57","10","23.7","23.65","71.7","21.2","21.2","","","","有","有","","電腦及週邊設備業","簡民智","簡民智"
="3702","大聯大","市","11/19","64.1","+0.8","+1.26","10","168","167.9","1,076","20","20","有","","有","有","","","電子通路業","黃偉祥","張蓉崗"
="3703","欣陸","市","11/19","21.7","+0.15","+0.7","10","82.3","82.32","179","15.6","15.6","","","","","","","建材營造業","殷琪","張方欣"
="3704","合勤控","市","11/19","33.45","-0.5","-1.47","10","41.3","41.26","138","15.3","15.3","","","","","","","通信網路業","朱順一","朱順一(執行長)"
="3705","永信","市","11/19","54.6","-0.2","-0.36","10","26.6","26.64","145","14.9","14.9","","","有","","","","生技醫療業","李芳信","簡志維"
="3706","神達","市","11/19","86.3","-2.4","-2.71","10","133","132.7","1,145","12.2","12.2","有","","有","","","","電腦及週邊設備業","苗豐強","何繼武"
="3708","上緯投控","市","11/19","110","+0.5","+0.46","10","10.7","10.73","118","9.2","9.22","","","有","有","","","綠能環保","蔡朝陽","蔡孝德"
="3711","日月光投控","市","11/19","209.5","-5.5","-2.56","10","444","442.2","9,264","7.6","7.56","有","有","有","有","","","半導體業","張虔生","張洪本"
="3712","永崴投控","市","11/19","26","-0.3","-1.14","10","24.6","24.62","64","7.1","7.14","","","有","","","","電腦及週邊設備業","郭台強","胡惠森"
="3714","富采","市","11/19","31.35","-0.5","-1.57","10","73.8","73.79","231","4.9","4.87","有","有","","","有","","光電業","彭双浪","彭双浪"
="3715","定穎投控","市","11/19","113.5","-3","-2.58","10","27.8","27.77","315","3.2","3.24","","","有","","","","電子零組件業","黃銘宏","劉國瑾"
="3716","中化控股","市","11/19","33.8","+0.1","+0.3","10","15","14.98","50.6","1.2","1.22","","","","","","","生技醫療業","王謝怡貞","王厚凱(執行長)"
="3717","聯嘉投控","市","11/19","16.95","-0.3","-1.74","10","20.8","20.78","35.2","0.3","0.27","","","","","","","汽車工業","黃國欣","黃昉鈺"
="4104","佳醫","市","11/19","81.2","-0.5","-0.61","10","17.2","17.16","139","37.7","24.5","","","","","","","生技醫療業","傅輝東","張明正"
="4106","雃博","市","11/19","21.7","+0.05","+0.23","10","10.1","10.09","21.9","35.7","23.8","","","","有","","","生技醫療業","雅勝 代表人:李永川","李文德"
="4108","懷特","市","11/19","14","0","0","10","19.9","19.86","27.8","27","23.5","","","","","有","","生技醫療業","李伊俐","李伊伶"
="4119","旭富","市","11/19","48.55","+0.15","+0.31","10","12","11.95","58","38.2","21.9","","","","","","","生技醫療業","翁維駿","周文智"
="4133","亞諾法","市","11/19","22.75","-0.45","-1.94","10","6.06","6.06","13.8","23.9","15.9","","","","","","","生技醫療業","黃韋伯","紀姵如"
="4137","麗豐-KY","市","11/19","97.9","0","0","10","8.25","8.25","80.8","13.4","12","","","","","","","生技醫療業","陳碧華","趙承佑"
="4142","國光生","市","11/19","20.3","+0.05","+0.25","10","43","42.95","87.2","59.9","13.5","","","","","","","生技醫療業","詹啟賢","詹啟賢"
="4148","全宇生技-KY","市","11/19","40.05","-1.05","-2.55","10","6.72","6.72","26.9","15.7","8.45","","","","有","","","生技醫療業","彭士豪","彭士豪"
="4155","訊映","市","11/19","14.8","-0.1","-0.67","10","14.6","14.61","21.6","21.1","7.96","","","","有","","","生技醫療業","賴家德","賴家德"
="4164","承業醫","市","11/19","39.05","-0.35","-0.89","10","19.5","18.57","72.5","16","13.1","","","有","有","有","","生技醫療業","李沛霖","李明倫"
="4190","佐登-KY","市","11/19","30.85","+0.15","+0.49","10","6.17","6.17","19","15.4","10.1","","","","有","","","生技醫療業","陳正雄","陳佳琦"
="4306","炎洲","市","11/19","12.95","-0.05","-0.38","10","67.7","67.68","87.6","47.7","24.6","","","","","","","塑膠工業","李書緯","李其政"
="4414","如興","市","11/19","10.8","+0.05","+0.47","10","26.4","26.38","28.5","48","25.9","","","","","有","","紡織纖維","紀宗明","James Ian Harrison"
="4426","利勤","市","11/19","9.98","-0.01","-0.1","10","17.3","17.27","17.2","28.2","19","","","","","","","紡織纖維","洪文耀","待補"
="4438","廣越","市","11/19","81.6","-1.4","-1.69","10","11.3","11.34","92.6","30.1","9.09","","","","有","","","紡織纖維","吳朝筆","唐湘梅"
="4439","冠星-KY","市","11/19","104","+6.6","+6.78","10","3.8","3.8","39.6","12.5","5.96","","","","有","","","紡織纖維","興茂集團控股有限公司(代表人:林錦茂)","林經偉"
="4440","宜新實業","市","11/19","17.3","-0.6","-3.35","10","6.76","6.76","11.7","12.4","4.07","","","","","","","紡織纖維","詹正田","翁茂誠"
="4441","振大環球","市","11/19","269","-0.5","-0.19","10","6.8","6.8","183","34.7","0.2","","","","","","","紡織纖維","許公任","李炤賢"
="4526","東台","市","11/19","30.4","+0.5","+1.67","10","25.5","25.48","77.5","56.9","25.1","","","有","","","","電機機械","嚴瑞雄","嚴瑞雄"
="4532","瑞智","市","11/19","22.5","-0.6","-2.6","10","50.5","50.49","114","35.9","23.7","","","有","有","","","電機機械","陳盛沺","馮明法"
="4536","拓凱","市","11/19","164","-0.5","-0.3","10","9.08","9.08","149","45.4","12.1","","","有","","","","運動休閒","沈文振","沈貝倪"
="4540","全球傳動","市","11/19","33.9","0","0","10","11.2","11.21","38","15.4","7.27","","","","有","","","電機機械","李清崑","李進勝"
="4545","銘鈺","市","11/19","33.45","-0.6","-1.76","10","7.7","7.7","25.8","24.8","9.87","","","","","","","電子零組件業","謝錦興","方光義"
="4551","智伸科","市","11/19","113.5","+1","+0.89","10","11.5","11.52","131","38.8","10.3","","","有","有","","","汽車工業","六方精機股份有限公司","林慈青"
="4552","力達-KY","市","11/19","22.75","0","0","10","11.6","11.6","26.4","13.5","9.34","","","","","","","電機機械","吳建能","陳乙平"
="4555","氣立","市","11/19","41","-0.45","-1.09","10","7","7","28.7","39","10.1","","","","","","","電機機械","游平政","游平政"
="4557","永新-KY","市","11/19","68","-0.5","-0.73","10","4.8","4.8","32.6","14.8","10.1","","","","","","","汽車工業","紀經得","許耀仁"
="4560","強信-KY","市","11/19","31.5","0","0","10","6.81","6.81","21.5","11.1","8.49","","","","","","","電機機械","綦秉信","綦秉信"
="4562","穎漢","市","11/19","35.7","-0.4","-1.11","10","8.75","8.75","31.3","17.8","8.25","","","","","","","電機機械","胡炳昆","胡峻嘉"
="4564","元翎","市","11/19","15.5","-0.2","-1.27","10","23.3","23.28","36.1","37.4","6.71","","","","","","","電機機械","王德鑫","王德鑫"
="4566","時碩工業","市","11/19","51.7","+0.2","+0.39","10","11","10.98","56.8","17","7.79","","","有","","","","電機機械","劉祖英","黃亞興"
